device_id,sensor_id,reading_timestamp,reading_value,battery_level,signal_strength
1,1,2026-04-15 21:16:51.765854,77.45,94.83,95.05
1,2,2026-04-15 21:16:51.765854,65.7,94.83,95.05
1,3,2026-04-15 21:16:51.765854,0.34,94.83,95.05
1,4,2026-04-15 21:16:51.765854,48.27,94.83,95.05
1,1,2026-04-15 22:16:51.765854,34.33,75.62,95.47
1,2,2026-04-15 22:16:51.765854,31.06,75.62,95.47
1,3,2026-04-15 22:16:51.765854,-5.52,75.62,95.47
1,4,2026-04-15 22:16:51.765854,59.69,75.62,95.47
1,1,2026-04-15 23:16:51.765854,68.3,71.96,91.77
1,2,2026-04-15 23:16:51.765854,50.81,71.96,91.77
1,3,2026-04-15 23:16:51.765854,1.68,71.96,91.77
1,4,2026-04-15 23:16:51.765854,74.75,71.96,91.77
1,1,2026-04-16 00:16:51.765854,27.13,90.28,84.6
1,2,2026-04-16 00:16:51.765854,16.73,90.28,84.6
1,3,2026-04-16 00:16:51.765854,2.89,90.28,84.6
1,4,2026-04-16 00:16:51.765854,38.08,90.28,84.6
1,1,2026-04-16 01:16:51.765854,51.53,98.7,80.61
1,2,2026-04-16 01:16:51.765854,55.9,98.7,80.61
1,3,2026-04-16 01:16:51.765854,4.17,98.7,80.61
1,4,2026-04-16 01:16:51.765854,64.28,98.7,80.61
1,1,2026-04-16 02:16:51.765854,47.51,83.2,85.29
1,2,2026-04-16 02:16:51.765854,21.08,83.2,85.29
1,3,2026-04-16 02:16:51.765854,3.71,83.2,85.29
1,4,2026-04-16 02:16:51.765854,61.41,83.2,85.29
1,1,2026-04-16 03:16:51.765854,26.89,69.56,84.85
1,2,2026-04-16 03:16:51.765854,64.36,69.56,84.85
1,3,2026-04-16 03:16:51.765854,4.85,69.56,84.85
1,4,2026-04-16 03:16:51.765854,117.73,69.56,84.85
1,1,2026-04-16 04:16:51.765854,58.3,71.97,75.54
1,2,2026-04-16 04:16:51.765854,47.24,71.97,75.54
1,3,2026-04-16 04:16:51.765854,4.29,71.97,75.54
1,4,2026-04-16 04:16:51.765854,113.25,71.97,75.54
1,1,2026-04-16 05:16:51.765854,72.37,95.4,86.1
1,2,2026-04-16 05:16:51.765854,41.78,95.4,86.1
1,3,2026-04-16 05:16:51.765854,1.17,95.4,86.1
1,4,2026-04-16 05:16:51.765854,100.81,95.4,86.1
1,1,2026-04-16 06:16:51.765854,58.38,95.51,82.3
1,2,2026-04-16 06:16:51.765854,48.36,95.51,82.3
1,3,2026-04-16 06:16:51.765854,2.01,95.51,82.3
1,4,2026-04-16 06:16:51.765854,66.05,95.51,82.3
1,1,2026-04-16 07:16:51.765854,29.05,99.85,80.28
1,2,2026-04-16 07:16:51.765854,58.57,99.85,80.28
1,3,2026-04-16 07:16:51.765854,1.31,99.85,80.28
1,4,2026-04-16 07:16:51.765854,119.82,99.85,80.28
1,1,2026-04-16 08:16:51.765854,51.92,96.75,96.61
1,2,2026-04-16 08:16:51.765854,56.52,96.75,96.61
1,3,2026-04-16 08:16:51.765854,1.31,96.75,96.61
1,4,2026-04-16 08:16:51.765854,114.9,96.75,96.61
1,1,2026-04-16 09:16:51.765854,37.77,97.88,90.34
1,2,2026-04-16 09:16:51.765854,48.3,97.88,90.34
1,3,2026-04-16 09:16:51.765854,3.86,97.88,90.34
1,4,2026-04-16 09:16:51.765854,40.9,97.88,90.34
1,1,2026-04-16 10:16:51.765854,60.36,97.46,81.17
1,2,2026-04-16 10:16:51.765854,32.91,97.46,81.17
1,3,2026-04-16 10:16:51.765854,4.78,97.46,81.17
1,4,2026-04-16 10:16:51.765854,92.8,97.46,81.17
1,1,2026-04-16 11:16:51.765854,59.22,89.05,89.02
1,2,2026-04-16 11:16:51.765854,16.7,89.05,89.02
1,3,2026-04-16 11:16:51.765854,0.07,89.05,89.02
1,4,2026-04-16 11:16:51.765854,106.14,89.05,89.02
1,1,2026-04-16 12:16:51.765854,75.75,96.97,89.65
1,2,2026-04-16 12:16:51.765854,51.07,96.97,89.65
1,3,2026-04-16 12:16:51.765854,0.24,96.97,89.65
1,4,2026-04-16 12:16:51.765854,110.76,96.97,89.65
1,1,2026-04-16 13:16:51.765854,30.79,74.95,82.78
1,2,2026-04-16 13:16:51.765854,64.49,74.95,82.78
1,3,2026-04-16 13:16:51.765854,3.04,74.95,82.78
1,4,2026-04-16 13:16:51.765854,56.05,74.95,82.78
1,1,2026-04-16 14:16:51.765854,79.21,71.39,74.27
1,2,2026-04-16 14:16:51.765854,62.75,71.39,74.27
1,3,2026-04-16 14:16:51.765854,2.55,71.39,74.27
1,4,2026-04-16 14:16:51.765854,95.38,71.39,74.27
1,1,2026-04-16 15:16:51.765854,6.77,89.53,87.28
1,2,2026-04-16 15:16:51.765854,45.68,89.53,87.28
1,3,2026-04-16 15:16:51.765854,1.56,89.53,87.28
1,4,2026-04-16 15:16:51.765854,110.38,89.53,87.28
1,1,2026-04-16 16:16:51.765854,68.03,61.59,82.77
1,2,2026-04-16 16:16:51.765854,56.23,61.59,82.77
1,3,2026-04-16 16:16:51.765854,2.49,61.59,82.77
1,4,2026-04-16 16:16:51.765854,56.76,61.59,82.77
1,1,2026-04-16 17:16:51.765854,91.54,85.25,87.24
1,2,2026-04-16 17:16:51.765854,37.64,85.25,87.24
1,3,2026-04-16 17:16:51.765854,16.3,85.25,87.24
1,4,2026-04-16 17:16:51.765854,131.44,85.25,87.24
1,1,2026-04-16 18:16:51.765854,56.98,60.29,70.93
1,2,2026-04-16 18:16:51.765854,44.11,60.29,70.93
1,3,2026-04-16 18:16:51.765854,4.88,60.29,70.93
1,4,2026-04-16 18:16:51.765854,79.95,60.29,70.93
1,1,2026-04-16 19:16:51.765854,58.84,68.11,81.09
1,2,2026-04-16 19:16:51.765854,33.04,68.11,81.09
1,3,2026-04-16 19:16:51.765854,0.4,68.11,81.09
1,4,2026-04-16 19:16:51.765854,53.22,68.11,81.09
1,1,2026-04-16 20:16:51.765854,37.32,75.39,74.12
1,2,2026-04-16 20:16:51.765854,55.14,75.39,74.12
1,3,2026-04-16 20:16:51.765854,4.3,75.39,74.12
1,4,2026-04-16 20:16:51.765854,51.23,75.39,74.12
1,1,2026-04-16 21:16:51.765854,45.3,93.77,73.74
1,2,2026-04-16 21:16:51.765854,31.2,93.77,73.74
1,3,2026-04-16 21:16:51.765854,15.31,93.77,73.74
1,4,2026-04-16 21:16:51.765854,82.67,93.77,73.74
1,1,2026-04-16 22:16:51.765854,74.28,65.17,75.73
1,2,2026-04-16 22:16:51.765854,60.57,65.17,75.73
1,3,2026-04-16 22:16:51.765854,3.49,65.17,75.73
1,4,2026-04-16 22:16:51.765854,59.0,65.17,75.73
1,1,2026-04-16 23:16:51.765854,33.01,79.26,77.65
1,2,2026-04-16 23:16:51.765854,50.49,79.26,77.65
1,3,2026-04-16 23:16:51.765854,4.83,79.26,77.65
1,4,2026-04-16 23:16:51.765854,83.78,79.26,77.65
1,1,2026-04-17 00:16:51.765854,74.63,66.84,96.54
1,2,2026-04-17 00:16:51.765854,33.86,66.84,96.54
1,3,2026-04-17 00:16:51.765854,3.8,66.84,96.54
1,4,2026-04-17 00:16:51.765854,117.64,66.84,96.54
1,1,2026-04-17 01:16:51.765854,70.23,84.83,77.52
1,2,2026-04-17 01:16:51.765854,61.08,84.83,77.52
1,3,2026-04-17 01:16:51.765854,0.9,84.83,77.52
1,4,2026-04-17 01:16:51.765854,119.65,84.83,77.52
1,1,2026-04-17 02:16:51.765854,34.8,61.34,80.54
1,2,2026-04-17 02:16:51.765854,50.18,61.34,80.54
1,3,2026-04-17 02:16:51.765854,4.01,61.34,80.54
1,4,2026-04-17 02:16:51.765854,72.37,61.34,80.54
1,1,2026-04-17 03:16:51.765854,25.35,77.05,95.6
1,2,2026-04-17 03:16:51.765854,17.7,77.05,95.6
1,3,2026-04-17 03:16:51.765854,3.33,77.05,95.6
1,4,2026-04-17 03:16:51.765854,115.93,77.05,95.6
1,1,2026-04-17 04:16:51.765854,21.08,64.74,89.53
1,2,2026-04-17 04:16:51.765854,48.43,64.74,89.53
1,3,2026-04-17 04:16:51.765854,2.4,64.74,89.53
1,4,2026-04-17 04:16:51.765854,102.26,64.74,89.53
1,1,2026-04-17 05:16:51.765854,25.62,71.58,91.74
1,2,2026-04-17 05:16:51.765854,61.92,71.58,91.74
1,3,2026-04-17 05:16:51.765854,2.75,71.58,91.74
1,4,2026-04-17 05:16:51.765854,74.95,71.58,91.74
1,1,2026-04-17 06:16:51.765854,71.84,65.34,99.63
1,2,2026-04-17 06:16:51.765854,41.88,65.34,99.63
1,3,2026-04-17 06:16:51.765854,2.51,65.34,99.63
1,4,2026-04-17 06:16:51.765854,47.7,65.34,99.63
1,1,2026-04-17 07:16:51.765854,75.36,97.9,72.62
1,2,2026-04-17 07:16:51.765854,36.06,97.9,72.62
1,3,2026-04-17 07:16:51.765854,1.74,97.9,72.62
1,4,2026-04-17 07:16:51.765854,52.57,97.9,72.62
1,1,2026-04-17 08:16:51.765854,51.24,69.51,94.23
1,2,2026-04-17 08:16:51.765854,31.38,69.51,94.23
1,3,2026-04-17 08:16:51.765854,4.67,69.51,94.23
1,4,2026-04-17 08:16:51.765854,75.25,69.51,94.23
1,1,2026-04-17 09:16:51.765854,51.99,78.31,88.64
1,2,2026-04-17 09:16:51.765854,33.24,78.31,88.64
1,3,2026-04-17 09:16:51.765854,4.63,78.31,88.64
1,4,2026-04-17 09:16:51.765854,54.2,78.31,88.64
1,1,2026-04-17 10:16:51.765854,39.75,63.13,78.41
1,2,2026-04-17 10:16:51.765854,53.83,63.13,78.41
1,3,2026-04-17 10:16:51.765854,1.47,63.13,78.41
1,4,2026-04-17 10:16:51.765854,66.62,63.13,78.41
1,1,2026-04-17 11:16:51.765854,76.88,92.62,71.43
1,2,2026-04-17 11:16:51.765854,52.96,92.62,71.43
1,3,2026-04-17 11:16:51.765854,4.11,92.62,71.43
1,4,2026-04-17 11:16:51.765854,83.65,92.62,71.43
1,1,2026-04-17 12:16:51.765854,61.63,62.01,81.18
1,2,2026-04-17 12:16:51.765854,49.1,62.01,81.18
1,3,2026-04-17 12:16:51.765854,1.96,62.01,81.18
1,4,2026-04-17 12:16:51.765854,71.66,62.01,81.18
1,1,2026-04-17 13:16:51.765854,67.77,63.45,98.46
1,2,2026-04-17 13:16:51.765854,57.5,63.45,98.46
1,3,2026-04-17 13:16:51.765854,4.62,63.45,98.46
1,4,2026-04-17 13:16:51.765854,133.43,63.45,98.46
1,1,2026-04-17 14:16:51.765854,76.08,74.36,79.1
1,2,2026-04-17 14:16:51.765854,40.76,74.36,79.1
1,3,2026-04-17 14:16:51.765854,3.21,74.36,79.1
1,4,2026-04-17 14:16:51.765854,47.92,74.36,79.1
1,1,2026-04-17 15:16:51.765854,40.93,89.41,97.61
1,2,2026-04-17 15:16:51.765854,56.12,89.41,97.61
1,3,2026-04-17 15:16:51.765854,1.62,89.41,97.61
1,4,2026-04-17 15:16:51.765854,44.7,89.41,97.61
1,1,2026-04-17 16:16:51.765854,54.01,85.84,80.35
1,2,2026-04-17 16:16:51.765854,45.38,85.84,80.35
1,3,2026-04-17 16:16:51.765854,1.23,85.84,80.35
1,4,2026-04-17 16:16:51.765854,38.8,85.84,80.35
1,1,2026-04-17 17:16:51.765854,58.5,62.39,81.8
1,2,2026-04-17 17:16:51.765854,69.84,62.39,81.8
1,3,2026-04-17 17:16:51.765854,3.34,62.39,81.8
1,4,2026-04-17 17:16:51.765854,44.4,62.39,81.8
1,1,2026-04-17 18:16:51.765854,76.8,73.21,70.27
1,2,2026-04-17 18:16:51.765854,37.77,73.21,70.27
1,3,2026-04-17 18:16:51.765854,3.07,73.21,70.27
1,4,2026-04-17 18:16:51.765854,24.86,73.21,70.27
1,1,2026-04-17 19:16:51.765854,70.58,89.95,77.74
1,2,2026-04-17 19:16:51.765854,68.93,89.95,77.74
1,3,2026-04-17 19:16:51.765854,2.93,89.95,77.74
1,4,2026-04-17 19:16:51.765854,93.23,89.95,77.74
1,1,2026-04-17 20:16:51.765854,61.03,70.34,70.17
1,2,2026-04-17 20:16:51.765854,24.73,70.34,70.17
1,3,2026-04-17 20:16:51.765854,4.42,70.34,70.17
1,4,2026-04-17 20:16:51.765854,42.1,70.34,70.17
1,1,2026-04-17 21:16:51.765854,65.52,66.59,90.42
1,2,2026-04-17 21:16:51.765854,47.72,66.59,90.42
1,3,2026-04-17 21:16:51.765854,1.63,66.59,90.42
1,4,2026-04-17 21:16:51.765854,119.11,66.59,90.42
1,1,2026-04-17 22:16:51.765854,63.44,86.92,76.0
1,2,2026-04-17 22:16:51.765854,48.82,86.92,76.0
1,3,2026-04-17 22:16:51.765854,0.51,86.92,76.0
1,4,2026-04-17 22:16:51.765854,101.62,86.92,76.0
1,1,2026-04-17 23:16:51.765854,69.87,85.25,82.35
1,2,2026-04-17 23:16:51.765854,47.05,85.25,82.35
1,3,2026-04-17 23:16:51.765854,1.32,85.25,82.35
1,4,2026-04-17 23:16:51.765854,31.05,85.25,82.35
1,1,2026-04-18 00:16:51.765854,55.14,87.83,84.74
1,2,2026-04-18 00:16:51.765854,43.66,87.83,84.74
1,3,2026-04-18 00:16:51.765854,4.78,87.83,84.74
1,4,2026-04-18 00:16:51.765854,42.29,87.83,84.74
1,1,2026-04-18 01:16:51.765854,26.36,76.82,85.96
1,2,2026-04-18 01:16:51.765854,45.3,76.82,85.96
1,3,2026-04-18 01:16:51.765854,0.97,76.82,85.96
1,4,2026-04-18 01:16:51.765854,112.36,76.82,85.96
1,1,2026-04-18 02:16:51.765854,69.93,72.9,70.4
1,2,2026-04-18 02:16:51.765854,34.88,72.9,70.4
1,3,2026-04-18 02:16:51.765854,2.92,72.9,70.4
1,4,2026-04-18 02:16:51.765854,102.68,72.9,70.4
1,1,2026-04-18 03:16:51.765854,94.49,86.45,81.43
1,2,2026-04-18 03:16:51.765854,33.71,86.45,81.43
1,3,2026-04-18 03:16:51.765854,0.41,86.45,81.43
1,4,2026-04-18 03:16:51.765854,41.76,86.45,81.43
1,1,2026-04-18 04:16:51.765854,24.94,82.74,95.52
1,2,2026-04-18 04:16:51.765854,32.46,82.74,95.52
1,3,2026-04-18 04:16:51.765854,2.82,82.74,95.52
1,4,2026-04-18 04:16:51.765854,32.47,82.74,95.52
1,1,2026-04-18 05:16:51.765854,5.32,66.81,81.09
1,2,2026-04-18 05:16:51.765854,49.13,66.81,81.09
1,3,2026-04-18 05:16:51.765854,0.55,66.81,81.09
1,4,2026-04-18 05:16:51.765854,129.3,66.81,81.09
1,1,2026-04-18 06:16:51.765854,39.11,82.07,81.48
1,2,2026-04-18 06:16:51.765854,57.05,82.07,81.48
1,3,2026-04-18 06:16:51.765854,4.76,82.07,81.48
1,4,2026-04-18 06:16:51.765854,114.31,82.07,81.48
1,1,2026-04-18 07:16:51.765854,70.01,87.61,92.93
1,2,2026-04-18 07:16:51.765854,43.71,87.61,92.93
1,3,2026-04-18 07:16:51.765854,4.91,87.61,92.93
1,4,2026-04-18 07:16:51.765854,113.65,87.61,92.93
1,1,2026-04-18 08:16:51.765854,75.72,79.84,87.59
1,2,2026-04-18 08:16:51.765854,55.13,79.84,87.59
1,3,2026-04-18 08:16:51.765854,0.29,79.84,87.59
1,4,2026-04-18 08:16:51.765854,88.2,79.84,87.59
1,1,2026-04-18 09:16:51.765854,40.26,78.9,89.36
1,2,2026-04-18 09:16:51.765854,43.11,78.9,89.36
1,3,2026-04-18 09:16:51.765854,4.43,78.9,89.36
1,4,2026-04-18 09:16:51.765854,90.31,78.9,89.36
1,1,2026-04-18 10:16:51.765854,57.49,65.5,78.62
1,2,2026-04-18 10:16:51.765854,81.27,65.5,78.62
1,3,2026-04-18 10:16:51.765854,4.92,65.5,78.62
1,4,2026-04-18 10:16:51.765854,62.89,65.5,78.62
1,1,2026-04-18 11:16:51.765854,75.91,68.24,71.51
1,2,2026-04-18 11:16:51.765854,57.01,68.24,71.51
1,3,2026-04-18 11:16:51.765854,0.84,68.24,71.51
1,4,2026-04-18 11:16:51.765854,40.24,68.24,71.51
1,1,2026-04-18 12:16:51.765854,62.07,63.04,77.35
1,2,2026-04-18 12:16:51.765854,43.6,63.04,77.35
1,3,2026-04-18 12:16:51.765854,3.79,63.04,77.35
1,4,2026-04-18 12:16:51.765854,111.32,63.04,77.35
1,1,2026-04-18 13:16:51.765854,67.32,61.09,80.96
1,2,2026-04-18 13:16:51.765854,49.41,61.09,80.96
1,3,2026-04-18 13:16:51.765854,-11.08,61.09,80.96
1,4,2026-04-18 13:16:51.765854,47.43,61.09,80.96
1,1,2026-04-18 14:16:51.765854,26.97,80.56,72.19
1,2,2026-04-18 14:16:51.765854,41.79,80.56,72.19
1,3,2026-04-18 14:16:51.765854,0.21,80.56,72.19
1,4,2026-04-18 14:16:51.765854,74.54,80.56,72.19
1,1,2026-04-18 15:16:51.765854,40.04,80.94,88.45
1,2,2026-04-18 15:16:51.765854,31.0,80.94,88.45
1,3,2026-04-18 15:16:51.765854,0.47,80.94,88.45
1,4,2026-04-18 15:16:51.765854,46.23,80.94,88.45
1,1,2026-04-18 16:16:51.765854,90.41,60.64,71.98
1,2,2026-04-18 16:16:51.765854,53.11,60.64,71.98
1,3,2026-04-18 16:16:51.765854,2.99,60.64,71.98
1,4,2026-04-18 16:16:51.765854,69.05,60.64,71.98
1,1,2026-04-18 17:16:51.765854,47.4,68.36,91.15
1,2,2026-04-18 17:16:51.765854,52.33,68.36,91.15
1,3,2026-04-18 17:16:51.765854,4.15,68.36,91.15
1,4,2026-04-18 17:16:51.765854,109.65,68.36,91.15
1,1,2026-04-18 18:16:51.765854,34.58,70.61,92.14
1,2,2026-04-18 18:16:51.765854,43.1,70.61,92.14
1,3,2026-04-18 18:16:51.765854,2.22,70.61,92.14
1,4,2026-04-18 18:16:51.765854,24.46,70.61,92.14
1,1,2026-04-18 19:16:51.765854,75.55,69.93,84.6
1,2,2026-04-18 19:16:51.765854,68.54,69.93,84.6
1,3,2026-04-18 19:16:51.765854,0.44,69.93,84.6
1,4,2026-04-18 19:16:51.765854,67.99,69.93,84.6
1,1,2026-04-18 20:16:51.765854,47.34,72.57,83.25
1,2,2026-04-18 20:16:51.765854,36.98,72.57,83.25
1,3,2026-04-18 20:16:51.765854,0.49,72.57,83.25
1,4,2026-04-18 20:16:51.765854,65.48,72.57,83.25
1,1,2026-04-18 21:16:51.765854,57.37,76.76,81.91
1,2,2026-04-18 21:16:51.765854,39.15,76.76,81.91
1,3,2026-04-18 21:16:51.765854,1.25,76.76,81.91
1,4,2026-04-18 21:16:51.765854,67.07,76.76,81.91
1,1,2026-04-18 22:16:51.765854,31.29,89.2,74.87
1,2,2026-04-18 22:16:51.765854,68.7,89.2,74.87
1,3,2026-04-18 22:16:51.765854,2.68,89.2,74.87
1,4,2026-04-18 22:16:51.765854,59.82,89.2,74.87
1,1,2026-04-18 23:16:51.765854,39.42,60.94,87.98
1,2,2026-04-18 23:16:51.765854,48.64,60.94,87.98
1,3,2026-04-18 23:16:51.765854,3.01,60.94,87.98
1,4,2026-04-18 23:16:51.765854,84.66,60.94,87.98
1,1,2026-04-19 00:16:51.765854,46.74,72.53,95.75
1,2,2026-04-19 00:16:51.765854,30.13,72.53,95.75
1,3,2026-04-19 00:16:51.765854,2.61,72.53,95.75
1,4,2026-04-19 00:16:51.765854,83.5,72.53,95.75
1,1,2026-04-19 01:16:51.765854,38.99,79.09,72.23
1,2,2026-04-19 01:16:51.765854,33.22,79.09,72.23
1,3,2026-04-19 01:16:51.765854,1.97,79.09,72.23
1,4,2026-04-19 01:16:51.765854,52.04,79.09,72.23
1,1,2026-04-19 02:16:51.765854,75.48,80.26,93.57
1,2,2026-04-19 02:16:51.765854,68.89,80.26,93.57
1,3,2026-04-19 02:16:51.765854,2.43,80.26,93.57
1,4,2026-04-19 02:16:51.765854,106.15,80.26,93.57
1,1,2026-04-19 03:16:51.765854,61.51,80.02,87.48
1,2,2026-04-19 03:16:51.765854,61.61,80.02,87.48
1,3,2026-04-19 03:16:51.765854,2.1,80.02,87.48
1,4,2026-04-19 03:16:51.765854,53.29,80.02,87.48
1,1,2026-04-19 04:16:51.765854,37.28,92.79,77.82
1,2,2026-04-19 04:16:51.765854,40.73,92.79,77.82
1,3,2026-04-19 04:16:51.765854,1.97,92.79,77.82
1,4,2026-04-19 04:16:51.765854,51.14,92.79,77.82
1,1,2026-04-19 05:16:51.765854,55.39,62.7,90.56
1,2,2026-04-19 05:16:51.765854,53.29,62.7,90.56
1,3,2026-04-19 05:16:51.765854,0.94,62.7,90.56
1,4,2026-04-19 05:16:51.765854,31.15,62.7,90.56
1,1,2026-04-19 06:16:51.765854,27.84,98.52,90.84
1,2,2026-04-19 06:16:51.765854,46.44,98.52,90.84
1,3,2026-04-19 06:16:51.765854,1.09,98.52,90.84
1,4,2026-04-19 06:16:51.765854,57.29,98.52,90.84
1,1,2026-04-19 07:16:51.765854,47.68,88.36,84.97
1,2,2026-04-19 07:16:51.765854,62.44,88.36,84.97
1,3,2026-04-19 07:16:51.765854,3.33,88.36,84.97
1,4,2026-04-19 07:16:51.765854,85.63,88.36,84.97
1,1,2026-04-19 08:16:51.765854,91.82,90.59,86.02
1,2,2026-04-19 08:16:51.765854,66.22,90.59,86.02
1,3,2026-04-19 08:16:51.765854,2.21,90.59,86.02
1,4,2026-04-19 08:16:51.765854,45.17,90.59,86.02
1,1,2026-04-19 09:16:51.765854,64.02,97.16,90.45
1,2,2026-04-19 09:16:51.765854,61.54,97.16,90.45
1,3,2026-04-19 09:16:51.765854,1.61,97.16,90.45
